,x1,y1,x2,y2,label,confidence,text
0,84,1164,129,1199,box,0.9231215119361877,14
1,85,757,127,791,box,0.920706033706665,4
2,85,1247,130,1280,box,0.9206842184066772,16
3,83,1081,128,1116,box,0.9176591038703918,12
4,80,877,123,912,box,0.9152962565422058,7
5,90,640,129,673,box,0.9152336716651917,1
6,85,1289,131,1322,box,0.9149594306945801,17
7,81,794,126,830,box,0.9145567417144775,5
8,82,959,123,993,box,0.9144604206085205,9
9,82,1041,126,1074,box,0.9133766293525696,11
10,226,1044,277,1079,box,0.9120389819145203,LP
11,82,999,128,1035,box,0.9119921922683716,10
12,84,1205,130,1239,box,0.9108957052230835,15
13,89,677,130,713,box,0.9096837043762207,2
14,87,718,129,752,box,0.9082381129264832,3
15,225,1004,277,1039,box,0.9059445261955261,BP
16,84,1123,129,1157,box,0.9056383967399597,13
17,81,918,123,952,box,0.9045611619949341,8
18,82,835,124,870,box,0.9044776558876038,6
19,222,964,283,999,box,0.9043511748313904,APP
20,217,924,288,958,box,0.9042997360229492,APM
21,91,1329,133,1359,box,0.9027512073516846,18
22,221,843,286,879,box,0.9017614722251892,APC
23,597,188,695,225,box,0.9011887311935425,DEKINA
24,221,800,286,836,box,0.900651216506958,ADP
25,230,1332,292,1364,box,0.8995882272720337,ZLP
26,87,592,136,624,box,0.8965903520584106,S/N
27,227,683,286,719,box,0.8961336016654968,AA
28,222,762,288,797,box,0.8957027196884155,ADC
29,223,1168,288,1203,box,0.8939442038536072,PDP
30,582,232,694,270,box,0.8909849524497986,ANYIGBA
31,220,1127,290,1162,box,0.8894593119621277,NRM
32,225,1249,289,1284,box,0.885827362537384,SDP
33,614,150,679,184,box,0.8844196200370789,KOGI
34,658,348,762,383,box,0.8838740587234497,750
35,79,260,261,298,box,0.883818507194519,Registration Area
36,216,1085,296,1121,box,0.8837957382202148,NNPP
37,93,456,371,490,box,0.8830324411392212,4. Number of Unused Ballot Papers
38,432,768,476,803,box,0.8826441168785095,0
39,674,399,779,439,box,0.8811092972755432,750
40,222,1207,289,1244,box,0.8802688121795654,PRP
41,234,644,278,678,box,0.8798764944076538,A
42,226,1290,290,1324,box,0.8795463442802429,YPP
43,75,183,135,212,box,0.8780583739280701,State
44,221,724,291,758,box,0.8772597908973694,AAC
45,421,687,469,728,box,0.8771973252296448,O
46,215,885,292,919,box,0.8740419745445251,APGA
47,434,806,483,849,box,0.8739703893661499,
48,80,323,204,359,box,0.8737594485282898,Polling Unit
49,451,1130,492,1167,box,0.8725770115852356,0
50,429,729,473,767,box,0.8723041415214539,
51,99,513,602,563,box,0.8717409372329712,7. Number of Total Valid Votes (Total Valid Votes cast for all parties)
52,367,603,544,633,box,0.8713694214820862,IN FIGURES
53,690,542,765,574,box,0.8703964948654175,05
54,434,888,482,932,box,0.8703179955482483,
55,414,642,467,685,box,0.8699195384979248,B
56,1025,277,1090,311,box,0.8697959780693054,Code
57,446,1047,492,1088,box,0.8685913681983948,C
58,442,931,484,965,box,0.8679970502853394,0
59,641,838,757,885,box,0.8665343523025513,ONE
60,687,512,761,545,box,0.8655253648757935,05
61,98,372,372,407,box,0.8652477264404297,1. Number of Voters on the Register
62,697,487,745,514,box,0.8646807074546814,0
63,97,1392,296,1421,box,0.8645385503768921,TOTAL VALID VOTES
64,98,400,345,433,box,0.8636345863342285,2. Number of Accredited Voters
65,447,1089,490,1127,box,0.8633881211280823,0
66,1025,228,1095,264,box,0.8621373176574707,Code
67,441,1006,484,1044,box,0.8615556359291077,e
68,441,1293,483,1330,box,0.8604761362075806,0
69,443,967,490,1006,box,0.8603362441062927,0
70,97,481,370,513,box,0.858514666557312,5. Number of Spoiled Ballot Papers
71,189,586,318,611,box,0.8583551645278931,POLITICAL
72,678,1167,784,1206,box,0.8573703169822693,ONE
73,1027,173,1096,210,box,0.8566707968711853,Code
74,99,506,340,534,box,0.8562140464782715,6. Number of Rejected Ballots
75,205,612,303,640,box,0.855319619178772,PARTY
76,93,541,603,585,box,0.8526511788368225,8. Total Number of Used Ballots Papers (Total of #5 + #6 + #7 above)
77,95,1525,447,1560,box,0.8517996072769165,CONTESTED/NOT CONTESTED
78,445,1169,486,1207,box,0.8511369824409485,1
79,507,572,683,601,box,0.8504180908203125,VOTES SCORED
80,90,1417,341,1445,box,0.8493353724479675,(Record Total Valid Votes under #7 above)
81,610,601,762,630,box,0.8476746082305908,IN WORDS
82,679,434,797,469,box,0.8444218039512634,745
83,99,420,516,466,box,0.8441742062568665,3. Number of Ballot Papers Issued to the Polling Units
84,1029,119,1095,155,box,0.8440532684326172,Code
85,445,292,762,340,box,0.8439599871635437,ETIAJA JUNCTION 1. OPEN SPACE
86,441,1332,484,1371,box,0.8430942893028259,0
87,71,215,323,257,box,0.8406741619110107,Local Government Area
88,649,887,783,931,box,0.8393304347991943,ZERO
89,1046,46,1205,90,box,0.8372396230697632,FORM EC 8A
90,419,1392,487,1445,box,0.8361726999282837,2
91,1045,1663,1100,1698,box,0.8289511203765869,Date
92,620,687,758,729,box,0.8227356672286987,ZERO
93,899,581,1147,611,box,0.822289228439331,NAME/SIGNATURE OF
94,616,644,750,687,box,0.8134393692016602,ZERO
95,406,845,448,887,box,0.8104112148284912,
96,690,377,738,405,box,0.803505003452301,5
97,1010,2,1199,56,box,0.8005549907684326,S/N: PE/0001033
98,1095,265,1182,319,box,0.7929292917251587,010
99,631,726,777,774,box,0.7868768572807312,ZERO
100,672,1329,810,1376,box,0.7825396060943604,ZERO
101,649,1393,796,1450,box,0.7818294763565063,TWO
102,215,1646,494,1694,box,0.7793844938278198,Sign/Stamp of Presiding Officer
103,632,765,775,811,box,0.7777138352394104,ZERO
104,676,1284,807,1335,box,0.776893675327301,ZERO
105,927,605,1121,637,box,0.7738783955574036,POLLING AGENT
106,443,1253,485,1288,box,0.773499071598053,0
107,656,1213,793,1256,box,0.7638267874717712,ZERO
108,668,1250,805,1292,box,0.7608429789543152,ZERO
109,89,1470,118,1500,box,0.7607409358024597,"I,"
110,647,931,785,974,box,0.7597767114639282,ZERO
111,705,460,752,492,box,0.7515632510185242,0
112,1106,216,1160,272,box,0.7399501800537109,10
113,671,1465,1146,1510,box,0.7364286184310913,(Name of Presiding Officer) hereby certify that the inf
114,1097,85,1189,156,box,0.7283726334571838,022
115,1103,162,1158,216,box,0.7253224849700928,05
116,652,971,797,1013,box,0.648992657661438,ZERO
117,1155,908,1196,941,box,0.6408767104148865,
118,165,1494,1071,1539,box,0.6278596520423889,contained in this form is a true and accurate account of votes cast in this polling Unit and that the ele
119,73,150,200,170,box,0.5469118356704712,ELECTORAL COMMISSION
120,676,1090,815,1130,box,0.5423980355262756,ZERO
121,681,1134,821,1168,box,0.5328011512756348,ZERO
122,712,1014,798,1048,box,0.4932580590248108,ZERO
123,683,1052,805,1093,box,0.4226527512073517,ZERO
124,74,135,197,155,box,0.36325082182884216,INDEPENDENT NATIONAL
125,439,1363,481,1390,box,0.34407496452331543,
126,773,508,845,535,box,0.25622349977493286,
127,88,344,633,590,column,0.8906374573707581,
