,x1,y1,x2,y2,label,confidence,text
0,816,285,895,317,box,0.8167581558227539,TOWN HALL
1,777,567,866,594,box,0.8117443919181824,VOTES SCORED
2,836,223,874,249,box,0.7371224761009216,R844
3,820,252,893,280,box,0.7277976870536804,FBA SOUTH
4,970,591,1069,614,box,0.7158038020133972,POLLING AGENT
5,961,570,1072,597,box,0.7130085229873657,NAME/BORATURE OF
6,748,540,831,565,box,0.7006312608718872,
7,740,321,912,355,box,0.6779780983924866,
8,830,594,908,617,box,0.6707266569137573,- WORDS
9,1028,180,1102,210,box,0.6604814529418945,FREE E 9
10,734,429,789,456,box,0.6562060117721558,
11,776,150,999,191,box,0.6491335034370422,2023 PRESIDENTIAL ELECTION
12,841,378,901,407,box,0.6385326981544495,They
13,738,517,828,543,box,0.6093230843544006,
14,838,539,906,567,box,0.5469335913658142,170
15,839,453,909,482,box,0.5416359305381775,alabyo
16,840,514,908,543,box,0.5299245715141296,190
17,749,594,801,616,box,0.5078642964363098,RES
18,840,423,921,457,box,0.5056099891662598,
19,961,452,1004,481,box,0.5049429535865784,E
20,1014,156,1102,183,box,0.4802732467651367,I
21,967,409,1004,431,box,0.45156776905059814,70
22,838,404,903,430,box,0.4099450409412384,bnkits
23,956,380,1005,409,box,0.39833468198776245,150
24,745,630,819,651,box,0.3877038061618805,
25,966,429,1007,453,box,0.38709473609924316,E
26,960,540,1002,563,box,0.352190762758255,90
27,962,517,1000,541,box,0.3466540575027466,10
28,1022,223,1084,252,box,0.28465309739112854,Date 1823
29,832,820,931,866,box,0.27697253227233887,ABRO
30,728,78,1070,131,box,0.26299598813056946,INDEPENDENT NATIONAL ELECTORAL COMMISSION
31,818,368,999,575,column,0.3055623471736908,
32,-84,221,637,1457,figure,0.5841882824897766,
33,694,116,1076,159,header,0.4678431749343872,STATEMENT OF RESULT OF POLL FROM POLLING UNIT
34,686,84,1093,125,header,0.3321523666381836,INDEPENDENT NATIONAL ELECTORAL COMMISSION
35,704,744,963,1037,stamp,0.6378251910209656,
