,x1,y1,x2,y2,label,confidence,text
0,81,823,119,857,box,0.9197163581848145,5
1,75,1129,118,1161,box,0.9196970462799072,13
2,204,978,259,1010,box,0.918020486831665,APP
3,205,826,262,859,box,0.9174154996871948,ADP
4,70,1283,113,1315,box,0.916725754737854,17
5,77,1011,120,1044,box,0.9162998795509338,10
6,203,941,263,972,box,0.9159150719642639,APM
7,81,860,119,893,box,0.9153165221214294,6
8,205,864,263,897,box,0.9151585698127747,APC
9,74,1167,117,1200,box,0.9141731262207031,14
10,72,1245,115,1277,box,0.9131669998168945,16
11,200,1248,259,1280,box,0.9129623174667358,SDP
12,80,897,118,930,box,0.9128937721252441,7
13,80,974,118,1006,box,0.912559449672699,9
14,77,1050,119,1083,box,0.9106143712997437,11
15,203,788,265,821,box,0.9102663993835449,ADC
16,198,903,268,935,box,0.9100465774536133,APGA
17,201,1132,262,1164,box,0.9099980592727661,NRM
18,207,1015,255,1048,box,0.9090550541877747,BP
19,202,1169,259,1202,box,0.9088749885559082,PDP
20,949,363,1004,390,box,0.9083065390586853,Code
21,83,707,121,741,box,0.9076014161109924,2
22,82,784,120,818,box,0.9072886109352112,4
23,208,1053,254,1086,box,0.907117486000061,LP
24,77,1089,119,1121,box,0.9069989919662476,12
25,73,1206,116,1238,box,0.9066502451896667,15
26,200,1286,257,1319,box,0.9065415859222412,YPP
27,197,1092,267,1126,box,0.9052451252937317,NNPP
28,85,671,121,702,box,0.9048860669136047,1
29,214,674,256,707,box,0.9038212299346924,A
30,82,746,121,780,box,0.9036954641342163,3
31,82,624,127,654,box,0.9016473889350891,S/N
32,80,936,118,968,box,0.9008054733276367,8
33,210,711,261,744,box,0.8974819779396057,AA
34,200,1207,260,1241,box,0.8966773152351379,PRP
35,204,750,265,783,box,0.8948290348052979,AAC
36,72,1323,113,1352,box,0.8939680457115173,18
37,950,243,1003,270,box,0.891337513923645,Code
38,1009,234,1084,276,box,0.8906714916229248,002
39,1008,360,1083,401,box,0.8879867792129517,023
40,199,1324,257,1357,box,0.8809984922409058,ZLP
41,376,818,428,859,box,0.8799610733985901,2
42,79,241,137,269,box,0.8775712847709656,State
43,389,1046,445,1088,box,0.8758090734481812,5
44,384,1089,446,1133,box,0.8715737462043762,7
45,80,354,199,388,box,0.8706274032592773,Polling Unit
46,950,284,1003,312,box,0.8682076334953308,Code
47,81,280,312,319,box,0.8634061217308044,Local Government Area
48,79,313,254,351,box,0.862625002861023,Registration Area
49,189,642,279,669,box,0.8621798157691956,PARTY
50,554,314,647,341,box,0.8593677878379822,KOLERE
51,947,201,1087,229,box,0.8586297035217285,FORM EC 8A
52,101,558,558,587,box,0.8555668592453003,7. Number of Total Valid Votes (Total Valid Votes cast for all parties)
53,1010,281,1060,316,box,0.8553465008735657,14
54,601,412,678,439,box,0.8538104891777039,331
55,366,857,454,904,box,0.849236249923706,37
56,900,1618,939,1645,box,0.8474705815315247,Date
57,925,172,1090,202,box,0.8474156260490417,PE0002495
58,1009,321,1060,355,box,0.8453938961029053,04
59,634,583,700,612,box,0.8431902527809143,75
60,949,327,1004,353,box,0.8420225977897644,Code
61,610,488,704,516,box,0.8373609781265259,256
62,556,247,672,274,box,0.8373403549194336,ADAMAWA
63,643,536,691,559,box,0.8363023996353149,0
64,545,279,681,307,box,0.8324269652366638,MUBI NORTH
65,640,514,690,538,box,0.8320746421813965,0
66,574,811,703,857,box,0.8320181965827942,Two
67,636,557,704,584,box,0.8315821290016174,75
68,452,610,628,636,box,0.8281579613685608,VOTES SCORED
69,562,640,713,664,box,0.8259811997413635,IN WORDS
70,375,1166,477,1213,box,0.8241676092147827,24
71,605,438,687,464,box,0.8238881230354309,75
72,100,581,548,612,box,0.8216302990913391,8. Total Number of Used Ballots Papers (Total of #5 + #6 + #7 above)
73,92,467,463,495,box,0.8135755062103271,3. Number of Ballot Papers Issued to the Polling Units
74,606,461,674,489,box,0.8130930662155151,331
75,566,1155,768,1215,box,0.809822678565979,TWENTY four
76,171,1625,445,1681,box,0.8073721528053284,Sign/Stamp of Presiding Officer
77,585,1041,721,1085,box,0.8048426508903503,five
78,560,845,776,906,box,0.801931619644165,THIRTY SEVEN
79,74,1378,261,1410,box,0.8005856275558472,TOTAL VALID VOTES
